"Normal","C2","C3","C4","C5","C6","C7","C8","Nonnormal"
-1.5333740128114484,0.11805680249064938,0.16859950743342275,-0.16102391160546276,-0.17524477833288873,1.578893214946825,0.19139644940192915,-1.15624554960793,37.108013541884375
0.9386635205176188,-1.3911070959237055,0.1785447852478619,-0.3599712540669323,-0.0561695977823528,1.3254567163577857,-1.2606557491828907,1.0084873706598747,11.644656708423604
-0.8464636926444863,-0.5798976770156323,0.989187127776248,0.9504177901728357,-1.2558549521760147,0.8163418371980725,-1.2963015005598182,1.5542473791885363,12.104001004662962
-1.1855554849341532,3.197828063621567,-0.7542817452474118,1.1415569249537474,0.8613937679309393,-0.24346218512327317,-1.4648391468695026,1.6132657605269554,3.3236382533982685
0.6415112333983278,1.232497585285078,0.3521916448315908,-0.7429627709656466,-0.8568309154048369,-0.011169493674800126,0.1444480977972683,-1.1786699102133191,26.687821052324963
0.27837385471986087,0.02174429246913251,1.5201311346999522,-0.03004654245043397,0.30352132942247184,-1.5630971269357241,-0.5105424439607575,-0.20174726638363696,21.288558110580777
1.5129615043360785,-0.92449362144129,-0.08864202232167064,-0.3825956026901646,0.06906098068904425,-0.08316208432507849,-0.5209547530183402,0.5001113622126971,7.624795403616411
-1.819641481612603,-0.8410352293996102,-0.6130765444809403,-0.755635222402198,0.4288432787225876,-0.17961748710455094,-1.3075864628734952,1.7109941733682248,59.31055464959709
0.15134394823253522,0.4799740243240222,-0.08221733274431352,0.8623423371659962,0.3557775329828092,0.38775167311476694,-0.5378039158686775,0.6179694523722233,52.19403736905765
-0.5052512231989345,-1.6493639101345534,1.0131850980259454,-1.056130821066914,-0.2027610873338567,1.076128332613834,0.570742604739094,-2.4559850533980865,0.2834488508590418
1.0975927502978775,0.8422629740281935,0.3844315763245032,-1.1556318295512906,-0.008818300450719161,1.322409796479392,0.5395154335339824,0.23165721300076048,18.211936379585808
0.05976012700225392,1.3799022639040681,0.8380630047621628,-1.539808036758011,-1.7923795273252476,0.6499605220881799,-0.819084012396588,1.1686319623701775,1.0548059110435188
0.576020101712107,-1.6736699279093261,1.5054778236088355,0.2692990511834847,2.176402857114776,0.7441659140409224,1.4225091950009014,0.8658154347006982,16.45849362047641
